blueKills,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueTotalGold,blueKills_set,blueTotalGold_min/kills
4,215,54,15858,,
5,237,64,16109,,
4,222,56,15381,,
2,222,52,14680,,
11,226,40,18504,,
7,219,38,15911,,
8,250,56,18340,,
8,197,65,17008,,
8,217,36,16760,,
4,266,51,16669,,
7,217,81,17771,,
9,236,46,17773,,
10,190,44,18217,,
5,209,52,15408,,
7,218,44,16360,,
1,202,39,13141,,
2,195,39,13860,,
8,172,57,15995,,
2,202,48,14442,,
13,226,43,20125,,
6,227,56,16542,,
1,229,50,13943,,
8,215,41,16836,,
9,199,38,17631,,
9,181,34,16765,,
8,233,55,18001,,
13,201,45,19580,,
4,214,40,14774,,
8,202,61,17525,,
10,240,52,19280,,
7,233,59,17929,,
5,215,43,15988,,
10,200,62,17214,,
6,188,68,15897,,
7,253,53,18539,,
10,212,42,18132,,
13,246,48,21382,,
8,194,55,17011,,
11,221,52,20206,,
9,208,68,17673,,
9,183,40,16983,,
4,216,56,15139,,
10,232,47,18132,,
4,186,71,15867,,
4,222,52,15931,,
8,212,52,17610,,
9,208,40,17495,,
5,228,44,16230,,
3,230,48,14496,,
6,216,44,16008,,
7,224,36,16923,,
9,239,68,19462,,
7,229,43,16482,,
5,218,39,15592,,
8,194,48,17268,,
5,195,56,15167,,
5,203,68,15847,,
7,204,44,16333,,
5,220,45,16032,,
5,216,52,15762,,
3,200,49,14749,,
4,215,57,15405,,
7,221,55,16775,,
2,202,55,14667,,
7,241,51,17409,,
5,228,43,15706,,
9,188,44,16466,,
12,200,64,20190,,
9,204,56,17408,,
4,228,59,15591,,
6,211,60,16410,,
9,219,43,17854,,
8,233,50,17243,,
9,189,40,16987,,
5,204,28,14818,,
11,232,49,18633,,
10,202,44,17566,,
4,198,41,14956,,
8,224,56,18206,,
6,204,34,15758,,
1,268,60,15632,,
7,181,36,16278,,
11,215,44,17131,,
8,203,43,16795,,
12,210,56,19070,,
5,227,62,15993,,
6,188,44,15715,,
11,204,55,18583,,
9,200,35,16848,,
8,206,71,17903,,
3,195,52,14724,,
8,201,40,16371,,
7,192,32,16571,,
4,225,44,15445,,
4,181,43,13980,,
11,178,50,17984,,
8,238,47,17588,,
6,222,50,16326,,
7,233,48,17610,,
8,209,44,17238,,
6,206,45,15602,,
7,188,39,15615,,
6,191,43,15138,,
8,253,52,18021,,
2,227,56,15063,,
7,215,64,17561,,
7,257,56,17696,,
5,226,64,16548,,
3,206,53,14610,,
17,194,51,20604,,
9,206,56,17698,,
4,207,44,15021,,
3,210,64,15226,,
3,263,52,17064,,
1,266,45,15221,,
10,206,44,17972,,
9,227,44,18151,,
13,240,40,19773,,
5,235,62,16262,,
7,200,55,17044,,
7,213,59,17562,,
3,204,48,14364,,
9,211,60,17855,,
6,195,48,15874,,
6,228,56,16881,,
11,192,44,18060,,
4,201,44,15106,,
4,241,60,16454,,
8,247,50,18078,,
4,212,43,15300,,
7,252,73,18919,,
2,251,64,15565,,
11,204,49,18553,,
3,269,64,16639,,
8,211,49,18273,,
6,203,65,16560,,
5,123,18,13742,,
9,221,40,17525,,
4,210,45,15123,,
4,184,32,14686,,
8,215,42,16957,,
4,276,56,16796,,
10,212,47,18592,,
8,176,43,16411,,
5,223,49,15730,,
4,256,56,16302,,
4,217,52,15447,,
6,223,36,17299,,
8,229,55,17500,,
4,210,83,15659,,
7,223,40,16286,,
3,239,47,15335,,
8,237,59,17744,,
9,213,52,17592,,
3,201,72,15732,,
5,222,53,16544,,
11,215,31,18913,,
6,225,46,16757,,
4,212,59,16152,,
2,224,48,14505,,
4,236,44,15575,,
6,257,40,18187,,
8,223,40,16674,,
8,187,36,16028,,
5,221,51,16157,,
6,228,44,15773,,
4,248,52,17262,,
3,192,53,14367,,
5,174,66,15387,,
3,226,59,15326,,
7,219,57,16867,,
3,201,54,14162,,
5,212,46,16253,,
1,229,49,14041,,
8,247,64,18051,,
4,244,52,16441,,
4,239,64,16157,,
10,243,65,19793,,
7,197,44,16284,,
5,202,63,15617,,
6,206,56,17261,,
8,185,70,17385,,
15,183,52,20134,,
3,205,52,14867,,
4,203,48,15312,,
2,246,56,14815,,
5,253,59,17511,,
8,200,36,17157,,
12,199,37,18714,,
8,224,60,17136,,
8,228,55,16966,,
7,222,44,16948,,
7,233,53,17552,,
10,206,52,17941,,
4,218,36,16334,,
1,177,48,13342,,
8,238,68,18014,,
2,219,64,15114,,
6,205,59,18234,,
4,228,73,16061,,
6,218,48,15828,,
3,233,56,15767,,
7,202,59,16460,,
4,217,51,16138,,
7,229,40,16482,,
5,230,40,15656,,
8,219,63,17281,,
7,252,64,18195,,
1,205,64,14054,,
8,188,56,17191,,
12,228,61,19226,,
12,210,50,18705,,
6,231,44,16057,,
5,224,40,15722,,
5,203,43,15513,,
5,196,48,14964,,
8,196,62,16678,,
12,189,32,18238,,
6,243,43,16758,,
5,235,67,16545,,
4,176,45,14843,,
6,226,52,17459,,
7,187,45,15878,,
2,213,56,14462,,
3,194,37,14788,,
8,243,52,17871,,
10,219,30,18080,,
2,170,47,13268,,
8,235,52,18291,,
7,238,55,16795,,
3,170,44,13602,,
9,196,36,19162,,
8,218,40,17253,,
13,217,52,19713,,
5,218,39,15675,,
4,237,52,15691,,
4,214,38,15008,,
7,232,36,16867,,
8,223,64,17104,,
8,232,47,17731,,
1,199,60,13751,,
4,217,56,15544,,
8,231,52,18057,,
5,227,52,16321,,
8,199,68,17394,,
7,230,64,17622,,
10,251,60,20127,,
4,209,47,15800,,
5,242,35,15723,,
7,196,32,16544,,
8,233,55,17758,,
6,199,48,15890,,
2,219,48,14646,,
9,211,44,16898,,
9,203,52,17524,,
7,231,39,16541,,
5,164,37,14566,,
3,250,51,15929,,
6,207,45,15866,,
5,217,52,16126,,
4,239,56,15620,,
9,185,57,17524,,
11,225,44,18746,,
9,213,40,17187,,
4,216,49,15181,,
11,220,60,19563,,
10,222,51,19197,,
5,177,37,14803,,
2,160,56,13508,,
10,262,56,18978,,
6,247,47,16627,,
4,225,48,15562,,
4,205,38,14717,,
4,208,68,16213,,
8,191,44,16922,,
7,220,67,17094,,
9,212,52,17232,,
12,242,48,19529,,
7,203,47,15684,,
5,250,52,16352,,
6,238,61,16782,,
9,236,28,17514,,
7,226,60,17332,,
10,204,47,18951,,
7,236,64,18039,,
2,229,56,14487,,
8,234,71,18398,,
1,251,55,15007,,
5,221,60,16117,,
6,251,64,17457,,
4,235,53,15716,,
6,207,48,15980,,
1,233,72,15364,,
11,244,60,19082,,
5,205,44,15671,,
2,208,44,14321,,
5,206,55,15903,,
15,250,28,20828,,
9,219,33,17442,,
13,240,56,20617,,
0,229,54,13691,,
3,208,59,14909,,
5,230,43,16372,,
8,171,66,17134,,
4,216,65,15648,,
6,226,56,16279,,
7,225,60,17251,,
6,226,63,17330,,
11,208,44,17655,,
8,216,52,17258,,
3,180,36,13729,,
10,246,52,18555,,
9,214,52,17025,,
6,216,55,17528,,
6,205,61,15829,,
4,234,47,16135,,
5,221,56,15781,,
7,198,60,16533,,
10,238,59,18270,,
11,209,68,19673,,
8,231,61,17628,,
7,177,51,16375,,
3,198,56,14533,,
6,190,48,16067,,
3,201,44,14740,,
5,225,50,16560,,
7,228,34,16979,,
3,207,30,14081,,
3,164,39,13511,,
8,226,39,17951,,
3,212,37,14202,,
12,208,56,18291,,
4,219,45,15599,,
11,237,52,18265,,
11,204,44,18888,,
7,206,46,16422,,
9,216,58,18090,,
6,251,73,17602,,
3,203,21,13991,,
11,221,52,17389,,
4,229,52,15586,,
2,236,59,15279,,
9,210,60,17016,,
4,240,57,16171,,
9,253,56,19127,,
11,191,48,17962,,
3,203,55,14580,,
3,251,56,15716,,
2,215,28,13962,,
9,260,49,18519,,
10,235,47,18557,,
6,233,62,16793,,
10,235,48,19169,,
12,219,60,19933,,
4,233,60,16391,,
7,229,52,17340,,
12,220,43,19861,,
4,246,71,16273,,
5,206,45,15595,,
8,209,51,17429,,
5,245,59,16524,,
4,226,46,15293,,
3,174,44,13988,,
4,234,53,15557,,
3,231,59,15227,,
8,178,44,16378,,
7,204,47,16007,,
8,227,65,17937,,
0,208,52,13537,,
9,231,49,17907,,
6,216,48,16053,,
5,240,64,16616,,
8,202,40,16367,,
9,205,56,17494,,
9,200,52,17704,,
10,188,40,17817,,
12,162,41,17940,,
6,223,45,16988,,
9,233,40,17661,,
4,225,64,15755,,
6,175,45,15392,,
2,198,43,13925,,
5,241,48,16421,,
2,234,35,14535,,
7,221,40,17082,,
4,208,59,15711,,
4,224,66,16087,,
0,199,59,13358,,
11,212,60,18438,,
2,220,63,14485,,
5,241,60,16222,,
2,225,44,14624,,
11,206,46,17568,,
2,235,47,15198,,
4,240,47,16313,,
5,235,57,16560,,
5,210,51,15693,,
8,218,33,16403,,
0,230,52,13720,,
7,201,40,16599,,
5,198,48,15364,,
6,147,40,14978,,
6,236,56,16970,,
6,201,48,16851,,
4,203,48,14893,,
18,243,56,21893,,
5,230,45,15574,,
6,231,65,18155,,
8,192,46,16469,,
1,214,53,13983,,
14,251,54,22472,,
6,222,57,16807,,
5,188,44,14996,,
7,186,62,17477,,
7,193,48,15810,,
3,193,44,13980,,
5,203,56,15726,,
5,191,51,15153,,
2,228,56,14695,,
7,207,52,16106,,
6,231,46,16493,,
9,225,48,17099,,
4,225,56,15211,,
6,215,51,16643,,
7,198,54,16581,,
10,190,60,17953,,
6,197,50,16112,,
5,201,50,15637,,
5,206,71,15977,,
2,197,40,13932,,
6,221,49,16206,,
5,190,52,16163,,
5,187,56,15296,,
5,209,47,15966,,
4,214,70,15555,,
4,233,44,16041,,
5,194,50,15239,,
9,180,49,17049,,
9,219,40,17492,,
2,228,48,14370,,
7,246,48,17543,,
2,195,41,13570,,
5,222,54,15948,,
3,197,32,14339,,
16,175,46,20084,,
4,200,56,15375,,
3,194,52,14313,,
9,233,52,17786,,
4,210,58,16657,,
6,235,43,15994,,
5,153,44,14352,,
5,203,43,15589,,
8,213,53,17544,,
6,208,48,16447,,
4,235,53,15883,,
6,177,36,15693,,
3,174,36,13737,,
7,236,46,17019,,
3,230,40,15029,,
6,232,47,16643,,
4,226,37,15198,,
10,231,39,18625,,
6,204,36,15030,,
8,251,59,18347,,
9,270,51,18458,,
7,191,44,16228,,
9,195,39,16880,,
0,228,60,14144,,
6,198,46,16056,,
7,197,56,17444,,
2,219,56,14716,,
6,261,51,16443,,
3,207,69,14507,,
12,182,34,17974,,
3,206,67,15279,,
8,246,48,18837,,
3,212,48,14291,,
6,195,55,15290,,
10,197,67,17687,,
5,228,36,15742,,
1,219,52,13942,,
5,220,59,16452,,
5,235,52,16123,,
3,200,38,14725,,
10,149,48,17151,,
2,242,48,14616,,
5,220,56,15862,,
14,180,28,19139,,
6,212,60,18409,,
9,207,63,18236,,
6,242,56,16991,,
2,215,39,14270,,
11,183,48,17802,,
5,215,51,17340,,
10,244,60,18959,,
3,232,44,14809,,
8,168,52,16900,,
7,214,48,16647,,
6,257,57,17149,,
7,221,59,16855,,
10,230,39,17838,,
7,180,41,16730,,
8,181,44,16948,,
2,211,44,13946,,
6,199,49,16144,,
7,231,55,18248,,
9,210,80,18710,,
2,224,52,14733,,
5,188,44,15386,,
5,227,40,15812,,
3,244,55,15553,,
7,205,59,16549,,
6,225,36,16348,,
5,237,48,16115,,
4,252,56,17814,,
7,220,67,16884,,
6,209,36,16038,,
6,220,52,18198,,
3,245,56,15827,,
6,224,44,16421,,
9,210,70,18107,,
7,259,68,18821,,
7,192,60,16063,,
10,241,35,19376,,
11,218,52,18345,,
8,200,48,16239,,
10,211,55,17596,,
7,214,36,16655,,
7,233,68,17623,,
9,188,50,17326,,
6,230,56,16628,,
6,221,29,15863,,
8,259,63,18698,,
14,215,36,21087,,
3,236,58,15689,,
2,208,47,14795,,
16,244,49,21747,,
8,247,56,18103,,
15,237,53,20822,,
5,239,44,15881,,
6,263,71,17342,,
6,244,52,16583,,
11,213,44,18544,,
6,255,66,17023,,
6,234,54,16190,,
9,210,63,17965,,
5,239,56,16932,,
10,199,48,17793,,
9,213,48,18096,,
7,205,44,16317,,
4,218,52,15049,,
11,237,45,18997,,
7,229,58,17098,,
8,190,48,16459,,
10,250,56,18129,,
3,202,44,14459,,
5,237,51,16373,,
7,231,44,16645,,
2,187,38,14010,,
2,249,51,14780,,
7,234,40,16740,,
7,226,52,16812,,
7,223,43,16667,,
10,201,62,17954,,
11,226,42,19278,,
5,173,40,14784,,
3,204,52,14290,,
9,183,48,16759,,
5,232,76,16929,,
3,205,53,14839,,
8,223,39,16820,,
8,224,66,18010,,
6,228,52,16409,,
7,261,47,17456,,
7,251,48,17235,,
7,228,44,16934,,
5,213,43,15109,,
7,226,53,16898,,
12,209,72,19237,,
7,191,51,16525,,
3,186,49,14452,,
8,229,50,17463,,
10,225,48,18695,,
4,220,44,15360,,
9,219,44,17626,,
4,238,41,15429,,
3,236,55,15271,,
2,210,56,14961,,
14,220,41,23424,,
8,198,52,16983,,
7,259,66,17490,,
15,195,52,18863,,
12,218,48,18259,,
9,220,48,17939,,
4,200,45,14695,,
3,207,38,14299,,
8,228,69,17328,,
9,213,44,17299,,
10,210,48,18541,,
2,250,55,14854,,
11,209,40,17816,,
7,233,42,17482,,
11,227,48,19754,,
8,217,45,17928,,
6,237,44,16273,,
6,204,64,16473,,
5,207,40,16033,,
12,178,43,18002,,
13,238,52,19360,,
1,231,59,14777,,
8,199,48,16738,,
7,223,47,17070,,
7,217,44,16995,,
9,215,58,17896,,
2,236,67,15186,,
7,246,64,17294,,
5,238,48,16443,,
5,210,44,15420,,
3,237,48,14979,,
8,205,48,16984,,
7,207,36,16580,,
1,241,58,14529,,
5,218,40,16616,,
3,235,45,15199,,
6,205,68,16240,,
7,172,25,15719,,
8,193,59,17231,,
10,234,44,18945,,
8,224,43,16779,,
7,253,69,17993,,
8,182,36,15782,,
10,211,60,17910,,
7,253,36,17319,,
7,256,67,17788,,
7,182,45,16304,,
3,213,62,15438,,
12,219,40,18879,,
7,235,40,16987,,
6,201,46,15740,,
4,220,60,15375,,
7,192,50,16658,,
10,216,41,18130,,
1,200,47,13486,,
0,221,52,13421,,
5,171,42,14587,,
4,224,63,15741,,
8,212,76,18098,,
9,245,56,18695,,
4,228,65,15549,,
10,226,44,17951,,
12,218,47,18428,,
8,205,51,16466,,
7,232,51,17056,,
9,210,80,18017,,
17,205,23,22745,,
1,207,55,13998,,
9,239,41,18012,,
5,211,52,15840,,
6,223,48,17784,,
8,222,68,18167,,
10,260,43,18795,,
8,214,82,17999,,
7,234,59,17381,,
2,195,48,14194,,
5,218,44,15732,,
11,238,36,18335,,
9,202,49,17785,,
8,217,53,16911,,
16,232,48,21442,,
3,235,42,14652,,
5,215,63,16936,,
6,208,43,15821,,
7,257,39,17863,,
16,192,44,20300,,
5,206,59,15964,,
11,191,36,18172,,
6,191,36,15662,,
0,177,56,12863,,
11,231,48,19236,,
4,249,50,16500,,
2,252,52,15292,,
11,217,45,19677,,
5,201,50,15660,,
4,227,55,15639,,
5,247,56,16746,,
5,189,56,15042,,
1,186,50,13496,,
8,217,44,17421,,
5,195,42,15696,,
3,220,48,15577,,
8,190,55,17563,,
5,196,41,15387,,
2,242,43,14612,,
8,232,58,17898,,
9,238,46,18376,,
8,214,52,17235,,
2,188,52,13736,,
10,183,42,16818,,
14,212,26,19950,,
8,209,51,16840,,
3,168,25,13961,,
4,203,49,15404,,
5,191,65,15481,,
6,239,42,16751,,
9,243,69,18447,,
7,227,51,16983,,
2,204,81,14596,,
5,235,61,16622,,
6,208,49,16730,,
8,239,44,18073,,
9,230,44,18622,,
9,198,68,16730,,
7,163,40,15724,,
5,213,53,16161,,
4,253,48,16175,,
3,204,43,15355,,
10,206,55,18504,,
8,194,48,17147,,
1,253,68,16616,,
7,206,56,15471,,
7,230,52,17075,,
2,223,40,14519,,
8,233,63,18664,,
5,157,64,14768,,
4,250,62,15859,,
12,232,38,19432,,
3,211,45,15412,,
4,220,52,15306,,
5,228,45,16377,,
8,199,46,16563,,
10,222,68,18879,,
5,186,36,14656,,
1,184,43,13129,,
5,218,61,16256,,
3,237,53,15179,,
6,241,45,17384,,
12,209,43,18280,,
9,203,45,18253,,
1,254,64,14722,,
8,252,66,18593,,
8,236,52,17345,,
9,272,51,18804,,
3,249,55,15597,,
7,220,52,16460,,
3,233,61,16156,,
7,223,44,16463,,
7,232,57,17541,,
5,182,52,15020,,
4,216,32,14687,,
4,227,42,15502,,
6,257,66,17413,,
3,265,56,16001,,
4,228,76,17040,,
4,234,57,15920,,
9,207,48,17408,,
5,251,42,16394,,
2,192,31,13408,,
8,208,41,17697,,
5,219,59,15708,,
11,219,36,18409,,
1,185,32,12622,,
9,204,59,17503,,
7,236,43,16936,,
3,206,62,14622,,
6,213,51,16266,,
3,243,45,15240,,
5,247,52,16911,,
1,204,48,14055,,
7,218,56,17227,,
4,198,60,15525,,
2,167,55,14199,,
5,263,40,16610,,
1,211,44,14307,,
9,236,32,16646,,
4,215,52,15316,,
4,191,52,14834,,
6,231,52,16027,,
3,252,53,15631,,
4,193,56,15114,,
6,263,54,16929,,
10,184,59,17828,,
2,219,44,14062,,
5,213,54,15885,,
1,211,48,13976,,
8,213,48,16898,,
5,206,80,16535,,
7,223,48,16847,,
4,219,50,15937,,
1,215,40,13453,,
4,205,48,17071,,
4,212,64,16224,,
16,191,46,19776,,
9,235,48,17461,,
8,193,44,16355,,
7,238,71,17325,,
5,228,68,16391,,
4,213,52,16938,,
4,184,44,15316,,
1,171,30,12300,,
4,217,47,15373,,
1,262,40,15196,,
7,206,43,17184,,
4,213,52,16135,,
2,210,47,14658,,
4,235,41,15420,,
9,220,53,18130,,
1,249,64,15119,,
9,207,42,17101,,
5,225,40,15832,,
3,209,44,15088,,
3,247,60,16213,,
8,223,44,17300,,
8,213,52,16818,,
9,190,31,17163,,
4,214,63,15522,,
8,205,44,16991,,
9,220,41,17556,,
9,225,34,17359,,
12,216,42,18849,,
4,201,32,15260,,
9,244,49,18307,,
7,171,52,15363,,
7,236,47,17543,,
10,213,60,18513,,
6,197,45,15913,,
7,199,61,16605,,
9,199,38,17641,,
9,212,60,18564,,
4,225,51,15588,,
4,187,40,14722,,
7,202,44,16531,,
3,233,56,15471,,
7,246,51,17271,,
8,235,55,17351,,
2,238,41,14869,,
6,231,52,16534,,
6,221,46,16226,,
6,220,67,16847,,
8,198,44,16583,,
1,246,70,15573,,
10,239,47,17770,,
4,233,51,15850,,
1,238,36,13756,,
5,198,44,15192,,
9,223,58,17611,,
4,209,50,14796,,
8,235,52,18519,,
4,233,52,15750,,
7,205,47,15967,,
6,212,55,16777,,
8,204,70,17145,,
7,253,48,17309,,
10,229,50,19219,,
6,226,63,16164,,
7,202,64,17220,,
5,195,45,14527,,
2,217,51,14355,,
10,243,44,18672,,
5,221,53,16481,,
7,225,48,18376,,
2,195,38,13899,,
5,230,46,16345,,
7,216,55,17964,,
1,230,66,14591,,
4,256,60,16486,,
6,225,40,16636,,
4,270,55,17585,,
3,216,52,16233,,
8,206,59,16830,,
9,224,68,19257,,
5,231,60,16977,,
4,215,52,15517,,
12,150,50,17810,,
5,210,40,15454,,
12,185,55,18048,,
7,223,60,16938,,
9,223,52,18587,,
2,180,48,13711,,
6,232,60,17687,,
6,238,56,17170,,
7,230,55,17055,,
9,193,42,16760,,
5,197,64,15680,,
4,166,30,13670,,
14,239,55,20305,,
5,231,52,16209,,
13,239,67,20860,,
4,217,56,16180,,
8,210,43,17608,,
9,185,40,17248,,
6,211,59,17025,,
3,225,37,14451,,
8,210,51,17169,,
6,208,63,15908,,
2,226,48,14948,,
8,203,41,16941,,
9,253,51,18410,,
5,218,52,15288,,
1,204,45,13446,,
8,236,42,18802,,
5,234,39,16398,,
4,219,40,15778,,
3,213,48,14634,,
2,203,41,14269,,
6,215,57,16031,,
3,167,44,13817,,
5,199,48,16280,,
3,193,56,14823,,
9,189,49,17174,,
8,197,55,17349,,
1,187,40,13235,,
6,179,50,16231,,
4,228,47,15255,,
2,235,72,15337,,
9,220,28,18050,,
4,240,55,15730,,
2,230,53,14752,,
9,213,52,17578,,
5,222,55,15397,,
8,225,38,17012,,
2,234,55,14886,,
12,235,53,19592,,
7,237,52,17550,,
7,226,47,17106,,
8,255,49,17977,,
6,248,52,16953,,
2,183,30,13550,,
4,189,43,15224,,
9,243,51,18582,,
15,238,59,21202,,
7,224,50,16066,,
9,235,40,18077,,
3,255,72,16042,,
4,209,32,14781,,
7,198,36,15904,,
4,211,62,15281,,
4,190,36,14795,,
3,239,31,15065,,
9,201,57,19011,,
6,237,61,16366,,
7,227,48,16709,,
5,231,52,15798,,
5,218,45,15239,,
8,224,45,17287,,
3,223,44,14788,,
7,217,56,16736,,
7,223,38,16876,,
4,196,39,14563,,
3,236,40,15912,,
5,208,62,16624,,
10,209,63,19018,,
6,209,68,16682,,
6,239,56,17249,,
4,247,44,15727,,
4,201,48,14962,,
6,239,68,17390,,
7,191,53,16632,,
5,231,48,16706,,
2,246,51,14969,,
4,251,70,16630,,
7,243,47,17037,,
7,231,56,16729,,
5,233,48,16281,,
6,226,44,16375,,
7,234,68,16849,,
10,220,48,18195,,
4,235,54,15825,,
11,199,47,18483,,
10,234,50,18270,,
9,202,42,17372,,
11,228,44,19582,,
5,226,68,16823,,
9,234,75,18264,,
3,211,52,15142,,
5,211,60,16396,,
4,235,49,15434,,
6,239,44,18564,,
8,233,52,17304,,
8,238,55,17785,,
8,233,32,17299,,
7,235,6,15528,,
6,213,58,16532,,
6,227,44,16279,,
11,245,60,19245,,
1,246,48,14998,,
6,182,56,15391,,
11,224,39,18459,,
4,214,56,15535,,
6,269,52,17226,,
5,212,48,15743,,
2,233,46,14659,,
7,176,53,15674,,
13,249,44,20699,,
10,201,44,17631,,
5,225,61,16282,,
3,220,38,14249,,
12,207,37,18159,,
6,208,39,15666,,
1,196,50,13305,,
6,215,52,16563,,
11,216,53,18339,,
11,193,48,17666,,
4,188,62,15315,,
12,239,43,18628,,
7,248,56,17342,,
7,210,48,18000,,
3,235,49,15318,,
9,237,71,17795,,
6,234,52,16351,,
4,184,46,14842,,
2,250,55,15439,,
9,225,40,16994,,
7,157,54,16250,,
2,221,54,14789,,
3,184,60,14830,,
1,229,47,14252,,
6,229,68,17300,,
10,202,56,17391,,
5,169,50,15600,,
8,183,52,16134,,
11,231,59,18470,,
3,233,64,15298,,
5,220,43,15849,,
5,215,64,15793,,
1,222,54,14392,,
6,193,42,15508,,
2,228,63,15467,,
14,179,60,19904,,
9,216,44,17206,,
7,195,49,16600,,
5,235,42,16154,,
5,198,44,15218,,
5,176,68,15135,,
3,210,59,14980,,
7,206,63,16283,,
3,203,45,14706,,
12,205,60,18508,,
5,227,68,18324,,
4,208,43,14969,,
4,228,64,15116,,
5,217,55,15752,,
10,233,43,19056,,
5,223,44,16412,,
8,235,56,17773,,
3,227,34,14710,,
8,190,56,17543,,
6,219,60,15981,,
8,230,60,17570,,
3,216,52,14505,,
5,225,63,17618,,
11,214,62,18858,,
4,219,34,15400,,
8,204,39,17355,,
5,211,45,15999,,
8,224,58,18262,,
6,185,52,15514,,
9,201,42,16678,,
6,241,44,16660,,
8,215,53,17392,,
7,221,48,16674,,
5,210,44,15703,,
5,268,55,16797,,
7,227,58,17606,,
6,226,48,15993,,
7,206,60,16622,,
6,221,33,15807,,
9,250,56,18555,,
10,259,52,18826,,
4,185,60,14787,,
8,219,61,18675,,
7,231,48,17106,,
6,242,61,16956,,
2,185,48,13879,,
4,216,51,15164,,
6,241,67,16849,,
6,184,42,16914,,
7,231,36,16728,,
8,227,32,16694,,
5,235,52,15826,,
5,203,47,15558,,
4,169,52,14053,,
14,215,32,20887,,
4,228,54,15373,,
8,257,42,17522,,
9,179,40,17088,,
6,231,48,16968,,
10,232,52,17987,,
6,263,40,16871,,
11,207,52,19035,,
2,188,48,13380,,
3,248,52,15834,,
5,208,56,15209,,
3,236,64,16426,,
4,210,47,15358,,
6,205,48,15894,,
2,201,49,14092,,
10,217,24,17559,,
2,241,48,15847,,
3,220,50,15280,,
6,223,55,18187,,
5,220,40,15509,,
6,207,59,16319,,
4,207,45,14588,,
8,178,44,16748,,
6,184,57,16516,,
7,228,64,17256,,
7,204,52,16396,,
4,165,53,14539,,
3,204,52,14657,,
10,227,46,18656,,
5,216,33,16609,,
4,196,48,15299,,
6,216,71,16942,,
6,186,44,15365,,
8,159,44,16052,,
7,214,52,16875,,
6,211,54,16623,,
8,200,52,16813,,
7,221,45,16763,,
5,181,39,14603,,
10,210,60,18005,,
5,228,37,15274,,
1,251,56,15216,,
8,231,43,17756,,
6,219,63,17476,,
9,208,40,18017,,
6,192,52,15531,,
4,207,39,14799,,
10,226,56,18009,,
5,217,56,16265,,
4,226,44,15023,,
9,183,33,17083,,
5,192,56,15954,,
6,226,48,16892,,
1,244,54,14583,,
6,243,44,16802,,
8,220,28,16957,,
5,218,43,15817,,
5,241,59,17219,,
4,211,44,15424,,
8,198,45,16502,,
5,193,59,16324,,
2,217,52,14532,,
4,222,48,14644,,
5,211,67,16616,,
1,230,44,14754,,
2,212,50,14242,,
8,229,24,17083,,
10,219,64,19716,,
10,236,60,18401,,
7,221,69,17359,,
7,203,64,17742,,
2,194,70,14431,,
9,236,48,18125,,
6,220,72,17210,,
6,196,44,15697,,
3,177,55,14591,,
4,197,36,14488,,
9,206,74,18869,,
6,236,52,16682,,
7,131,45,15898,,
6,191,55,15485,,
7,213,44,16667,,
5,245,51,16182,,
5,235,60,16574,,
3,161,59,14595,,
9,236,45,18856,,
3,185,56,14826,,
6,222,52,16237,,
8,225,48,18731,,
5,220,47,15443,,
6,221,44,16820,,
1,229,62,14997,,
7,227,40,16653,,
9,228,60,17781,,
9,218,48,17936,,
3,257,76,16769,,
7,226,58,16714,,
1,187,48,13517,,
5,217,58,15514,,
5,223,48,16131,,
3,214,66,15613,,
6,248,53,16678,,
6,257,52,17311,,
5,201,51,16703,,
2,152,28,12403,,
5,200,35,15585,,
8,238,36,16558,,
8,204,52,18211,,
7,190,50,15990,,
4,188,50,15147,,
8,203,44,17008,,
5,207,46,15538,,
7,220,71,17097,,
6,234,44,17075,,
7,180,55,16035,,
8,240,43,17967,,
8,208,56,17273,,
1,232,60,14546,,
2,237,44,14639,,
9,191,57,16882,,
9,257,54,20170,,
13,213,54,20029,,
9,197,60,17260,,
11,221,50,18192,,
8,217,26,17325,,
5,218,60,16163,,
7,179,46,16039,,
6,206,55,15907,,
7,211,63,17536,,
11,208,38,18730,,
6,223,56,16105,,
4,243,46,15843,,
10,212,52,20302,,
10,257,36,20236,,
10,193,46,17869,,
3,201,68,14499,,
3,184,40,13705,,
2,182,52,13685,,
5,200,40,15366,,
0,234,60,14175,,
6,197,46,15975,,
1,191,28,13099,,
3,249,64,15578,,
2,200,49,14218,,
2,231,67,15198,,
7,238,52,17474,,
9,235,52,17786,,
7,224,59,17082,,
4,210,57,15711,,
4,240,62,16112,,
4,190,59,15700,,
8,209,52,17885,,
2,230,57,15705,,
0,203,63,13364,,
8,196,41,17080,,
11,170,40,17395,,
8,240,34,17498,,
6,276,50,17649,,
10,247,57,18717,,
4,231,56,15736,,
3,165,44,13800,,
7,204,40,15772,,
7,229,48,16825,,
7,229,50,17315,,
2,208,42,14144,,
5,223,62,16328,,
3,213,59,15135,,
9,215,44,17719,,
8,180,33,16291,,
5,209,47,15048,,
2,226,46,14155,,
5,174,68,15102,,
6,182,55,15522,,
11,204,64,17850,,
8,181,48,16720,,
8,238,48,17321,,
7,210,58,16672,,
2,230,79,15426,,
6,246,43,16404,,
11,218,52,18293,,
5,207,69,16605,,
10,182,60,18544,,
12,210,36,18499,,
6,224,44,16911,,
7,212,45,16963,,
9,218,64,17669,,
